JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2455960.748,8.4,,,Vis.,FNAA,B,,,217.02,B12x40,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2455961.319,<7.9,,,Vis.,HUR,,<D,,217.02,0,,,Z,,,,Z UMA,BAA-VSS,STD,,,,
2455961.35625,8.8,,,Vis.,WJAA,B,87,89,6043ECT,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455961.3993,8.5,,,Vis.,HGUA,B,85,,5749GD,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455961.636,8.33,,,TG,BOA,,NA,,,,0,,Z,,,,Z UMA,AFOEV,STD,,,,
2455961.7028,8.6,,,Vis.,KMA,,83,90,K,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455962.51434,8.438,0.083,,V,WXR,,ENSEMBLE,89,6565AVZ,,0,1.031,Z,,8.887,,Z UMA,AAVSO,STD,,,,
2455962.7153,8.7,,,Vis.,VFK,,87,89,3722WFU,LEIPZIG 130/650,,,Z,,,,Z UMA,BAV,STD,,,,
2455964.262,8.3,,,Vis.,SRBR,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455964.37222,8.4,,,Vis.,BBI,,79,84,4329dxy,,,,Z,,,,Z UMA,VVS,STD,,,,
2455964.62,8.9,,,Vis.,MHH,,8.9,9,1090cen,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455965.20694,8.3,,,Vis.,CQS,V,79,85,5644cet,,,,Z,,,,Z UMA,,STD,,,,
2455965.47222,8.9,,,Vis.,AJV,,"""84,86""",90,AAVSO STANDARD,,,,Z,,,,Z UMA,AASABADELL,STD,,,,
2455965.61,8.4,,,TG,BOA,,NA,,,,0,,Z,,,,Z UMA,AFOEV,STD,,,,
2455966.4188,8.8,,,Vis.,BVE,,87,89,70924,,,,Z,,,,Z UMA,KNVWS,STD,,,,
2455966.5,8.8,,,Vis.,SHS,,86,"""87, 88, 89""",4178nq,,,,Z,,,,Z UMa,AAVSO,STD,,,,
2455967.4174,8.1,,,Vis.,LCR,,80,83,AAVSO STANDARD,,,,Z,,,,Z UMA,AASABADELL,STD,,,,
2455967.5,8.6,,,Vis.,BRJ,,85,87,1005agc,,,,Z,,,,Z UMa,,STD,,,,
2455967.559,8.7,,,Vis.,KMA,,83,90,K,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455967.63542,8.5,,,Vis.,CWP,,8.4,8.5,1102shx,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455967.7,8.8,,,Vis.,GZN,,84,90,5672EUJ,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455967.9,8.8,,,Vis.,MOW,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455968.26,8.6,,,Vis.,KAF,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2455968.3053,8.9,,,Vis.,DAT,,8.9,,1285AZS,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455968.3167,9,,,Vis.,VFK,,89,90,3722WFU,LEIPZIG 130/650,,,Z,,,,Z UMA,BAV,STD,,,,
2455968.31944,8.5,,,Vis.,KKAA,W,84,85,3539bze,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455968.32,8.8,,,Vis.,BFO,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2455968.338,8.7,,,Vis.,BLQ,,,,217.02,X01 MEAN MAGNITUDE; B10x50,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2455968.34444,8.7,,,Vis.,MVH,,8.4,8.7,4645akw,,,,Z,,,,Z UMA,,STD,,,,
2455968.34653,8.5,,,Vis.,BBI,,84,85,4329dxy,,,,Z,,,,Z UMa,VVS,STD,,,,
2455968.391,8.7,,,Vis.,HHU,,84,90,6467DAT,,,,Z,,,,Z UMA,VVS,STD,,,,
2455968.602,8.55,,,TG,BOA,,NA,,,,0,,Z,,,,Z UMA,AFOEV,STD,,,,
2455968.72083,8.5,,,Vis.,CKB,,84,85,110530,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455969.253,8.2,,,Vis.,KIS,,NA,,S/B/1941,,,,Z,,,,Z UMA,BAV,STD,,,,
2455969.2646,9,,,Vis.,VFK,,89,90,3722WFU,LEIPZIG 130/650,,,Z,,,,Z UMA,BAV,STD,,,,
2455969.3681,8.8,,,Vis.,MCDB,,,,217.02,G80x17,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2455969.438,8.4,,,Vis.,MEAJ,,,,217.02,Hr; R20X60,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2455969.56597,<8.4,,,Vis.,FJAA,BV,78,84,6520DH,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455969.599,8.74,,,TG,BOA,,NA,,,,0,,Z,,,,Z UMA,AFOEV,STD,,,,
2455969.63565,8.2,,,Vis.,BJFB,,82,89,6641AXB,,,,Z,,,,Z UMa,AAVSO,STD,,,,
2455970.2083,8.8,,,Vis.,MZS,,0,,999999,212121700,,,Z,,,,Z UMA,MCSE,STD,,,,
2455970.34722,8.7,,,Vis.,CWP,,8.7,8.5,1102shx,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455972.26,8.6,,,Vis.,KAF,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2455972.2937,8.8,,,Vis.,DAT,,8.4,8.9,1285AZS,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455972.3715,8.5,,,Vis.,LCR,,"""80,83""",86,AAVSO STANDARD,,,,Z,,,,Z UMA,AASABADELL,STD,,,,
2455972.45,9.1,,,Vis.,JAT,,89,95,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2455972.48681,8.75,,,Vis.,LDS,,,,217.02,10 images per measurement; 200mmlens,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2455973.22569,8.8,,,Vis.,OJMA,B,8.4,8.9,5167uh,"""Light pollution, aurora borealis""",,,Z,,,,Z UMA,AAVSO,STD,,,,
2455973.3,8.8,,,Vis.,VED,,NA,,NA,,,,Z,,,,Z UMA,AFOEV,STD,,,,
2455973.35,8.8,,,Vis.,HGUA,,87,89,5749GD,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455973.37361,8.6,,,Vis.,KKAA,,85,89,3539bze,,,,Z,,,,Z UMa,AAVSO,STD,,,,
2455973.4,8.4,,,Vis.,SYU,,84,85,4147AOL,,,,Z,,,,Z UMA,BAV,STD,,,,
2455973.458,8.9,,,Vis.,ASW,,,,217.02,B20x80,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2455973.47222,8.7,,,Vis.,AJV,,86,88,AAVSO STANDARD,,,,Z,,,,Z UMA,AASABADELL,STD,,,,
2455973.5243,9,,,Vis.,VFK,,89,90,3722WFU,108/440,,,Z,,,,Z UMA,BAV,STD,,,,
2455973.7583,9,,,Vis.,TOO,,,,217.02,B15x70,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2455974.39,8.8,,,Vis.,HDH,,87,89,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2455975.38333,8.7,,,Vis.,KKAA,,85,89,3539bze,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455975.4,8.4,,,Vis.,SYU,,84,85,4147AOL,,,,Z,,,,Z UMA,BAV,STD,,,,
2455975.6,8.6,,,Vis.,BRJ,,85,87,1005agc,,,,Z,,,,Z UMa,,STD,,,,
2455975.60417,8.9,,,Vis.,TYS,B,88,90,80515,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455976.30625,9,,,Vis.,WJAA,,89,90,6043ECT,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455976.31875,8.8,,,Vis.,LDS,,,,217.02,10 images per measurement; 200mmlens,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2455976.347,8.9,,,Vis.,BLQ,,,,217.02,X01 MEAN MAGNITUDE; B10x50,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2455976.357,9.1,,,Vis.,ASW,,,,217.02,B20x80,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2455976.3611,8.8,,,Vis.,ILE,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2455976.372,8.7,,,Vis.,FNAA,,,,217.02,R2501600,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2455976.398,8.9,,,Vis.,HUR,,V=L,,217.02,0,,,Z,,,,Z UMA,BAA-VSS,STD,,,,
2455976.4063,8.7,,,Vis.,MTON,K,H,,BAAVSS  217.02,V=H,,,Z,,,,Z UMA,BAA-VSS,STD,,,,
2455976.63194,8.7,,,Vis.,CWP,,8.4,8.7,1102shx,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455977.29167,9,,,Vis.,WJAA,,89,90,6043ECT,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455977.3,8.5,,,Vis.,SYU,,84,85,4147AOL,,,,Z,,,,Z UMA,BAV,STD,,,,
2455977.30208,8.7,,,Vis.,BBI,,85,87,4329dxy,,,,Z,,,,Z UMA,VVS,STD,,,,
2455977.3153,8.8,,,Vis.,HGUA,,84,89,5749GD,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455977.399,9,,,Vis.,HUR,,L-1,,217.02,0,,,Z,,,,Z UMA,BAA-VSS,STD,,,,
2455977.4375,8.9,,,Vis.,HHU,,87,90,6467DAT,,,,Z,,,,Z UMA,VVS,STD,,,,
2455977.4583,9.1,,,Vis.,MCDB,,,,217.02,G80x17,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2455977.6,9,,,Vis.,MOW,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455977.77292,8.9,,,Vis.,BBA,,8.9,9,6585AB,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455978.2319,8.8,,,Vis.,MZS,,0,,999999,220121734,,,Z,,,,Z UMA,MCSE,STD,,,,
2455978.3063,8.9,,,Vis.,VFK,,89,90,3722WFU,LEIPZIG 130/650,,,Z,,,,Z UMA,BAV,STD,,,,
2455978.32,8.7,,,Vis.,KAF,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2455978.34722,9,,,Vis.,RZM,,90,,1038gdt,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455978.3764,8.2,,,Vis.,DNO,,79,84,6737BGH,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455978.4,8.7,,,Vis.,GZN,,84,89,5672EUJ,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455978.5,8.9,,,Vis.,SHS,,88,89,4178nq,,,,Z,,,,Z UMa,AAVSO,STD,,,,
2455978.57847,8.55,,,Vis.,MDP,,87,85,2294gb,,,,Z,,,,Z UMA,RASC,STD,,,,
2455978.745,9.1,,,Vis.,MHH,,8.9,9.5,1090cen,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455979.3111,8.7,,,Vis.,VNL,,84,89,2505AT,,,,Z,,,,Z UMA,VVS,STD,,,,
2455979.3438,8.9,,,Vis.,LCR,,"""83,89""",91,AAVSO STANDARD,,,,Z,,,,Z UMA,AASABADELL,STD,,,,
2455979.365231,8.78,0.03,,CV,FGIA,,ENSEMBLE,,6958ART, 	DSLR ,0,,Z,,,,Z UMa,AAVSO,STD,,,,
2455979.38,9,,,Vis.,JAT,,89,95,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2455979.38,8.4,,,Vis.,HDH,,79,84,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2455979.40278,8.7,,,Vis.,BXT,,84,89,1322bvr,,,,Z,,,,Z UMA,NAS,STD,,,,
2455979.4431,9,,,Vis.,ADI,,89,95,80524,,,,Z,,,,Z UMA,BAV,STD,,,,
2455979.50694,8.8,,,Vis.,AJV,,84,89,AAVSO STANDARD,,,,Z,,,,Z UMA,AASABADELL,STD,,,,
2455980.3,8.6,,,Vis.,HCS,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2455980.3354,8.2,,,Vis.,DNO,,79,84,6737BGH,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455980.39,9.1,,,Vis.,BFO,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2455980.4,8.7,,,Vis.,TSZ,,89,84,3102dj,,,,Z,,,,Z UMA,MCSE,STD,,,,
2455980.49,8.9,,,Vis.,KAF,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2455981.37153,9,,,Vis.,OJMA,B,8.4,8.9,5167uh,Light pollution,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455982.33125,8.8,,,Vis.,KKAA,,85,89,3539bze,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455982.349,9.1,,,Vis.,BLQ,,,,217.02,B10x50,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2455982.3549,8.9,,,Vis.,HGUA,,89,,5749GD,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455982.4,8.8,,,Vis.,VED,,NA,,NA,,,,Z,,,,Z UMA,AFOEV,STD,,,,
2455982.63889,8.9,,,Vis.,CWP,,8.9,8.7,1102shx,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455982.675,9,,,Vis.,VFK,,89,90,3722WFU,LEIPZIG 203/800,,,Z,,,,Z UMA,BAV,STD,,,,
2455982.82014,8.92,,,Vis.,LDS,,,,217.02,10 images per measurement; 200mmlens,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2455983.27,8.9,,,Vis.,KAF,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2455983.335,<8.4,,,Vis.,HUR,,<E,,217.02,0,,,Z,,,,Z UMA,BAA-VSS,STD,,,,
2455983.36597,8.9,,,Vis.,WJAA,V,89,90,6043ECT,,,,Z,,,,Z UMa,AAVSO,STD,,,,
2455983.37431,8.8,,,Vis.,KKAA,W,85,89,3539bze,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455983.44147,8.77,0.03,,CV,FGIA,,ENSEMBLE,000-BBS-503,6958ART, 	DSLR ,0,,Z,,8.08,,Z UMA,AAVSO,STD,,,,
2455983.448,8.7,,,Vis.,MEAJ,,,,217.02,r; R20X60,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2455983.4694,8.9,,,Vis.,HGUA,,89,,5749GD,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455983.4743,9.1,,,Vis.,TOO,,,,217.02,B15x70,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2455983.6,9.1,,,Vis.,FRF,,89,95,1071AMX,,,,Z,,,,Z UMA,MCSE,STD,,,,
2455983.66806,8.8,,,Vis.,MDP,,89,87,6711jv,,,,Z,,,,Z UMA,RASC,STD,,,,
2455983.84444,9.1,,,Vis.,CKB,,87,89,110530,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455984.3,8.6,,,Vis.,SYU,,85,89,4147AOL,,,,Z,,,,Z UMA,BAV,STD,,,,
2455984.33,9,,,Vis.,JTP,,NA,,NA,,,,Z,,,,Z UMA,AFOEV,STD,,,,
2455984.33819,8.7,,,Vis.,KKAA,,85,89,3539bze,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455984.4,8.8,,,Vis.,SHS,,86,89,4178nq,,,,Z,,,,Z UMa,AAVSO,STD,,,,
2455984.4118,9.1,,,Vis.,LCR,,89,91,AAVSO STANDARD,,,,Z,,,,Z UMA,AASABADELL,STD,,,,
2455985.266,9.2,,,Vis.,DAT,,8.9,9.5,1285AZS,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455986.52778,9.1,,,Vis.,AJV,,"""84,89""",95,AAVSO STANDARD,,,,Z,,,,Z UMA,AASABADELL,STD,,,,
2455987.30208,8.9,,,Vis.,WJAA,,89,90,6043ECT,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455987.323,9.2,,,Vis.,ASW,,,,217.02,B20x80,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2455987.34,9,,,Vis.,HDH,,89,90,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2455987.35764,9,,,Vis.,RZM,,84,90,1038gdt,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455987.3847,9,,,Vis.,ACO,,88,,AAVSO,,,,Z,,,,Z UMA,BAA-VSS,STD,,,,
2455987.5187,9.1,,,Vis.,MCDB,,,,217.02,G80x17,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2455987.577,9.06,,,TG,BOA,,NA,,,,0,,Z,,,,Z UMA,AFOEV,STD,,,,
2455988.375,9,,,Vis.,KKAA,BUW,89,95,3539bze,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455988.4549,8.6,,,Vis.,WTHB,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455989.3,8.6,,,Vis.,PPS,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2455989.32292,9,,,Vis.,KKAA,BU,89,95,3539bze,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455989.35764,9.11,,,Vis.,LDS,,,,217.02,10 images per measurement; 200mmlens,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2455989.67,9,,,Vis.,KAF,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2455990.277,9.15,,,Vis.,DAT,,8.9,9.5,1285AZS,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455990.3,8.7,,,Vis.,KOS,,8.6,9,1115ewe,,,,Z,,,,Z UMA,MCSE,STD,,,,
2455990.33125,9,,,Vis.,RZM,,86,90,1038gdt,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455990.35486,9,,,Vis.,WJAA,V,89,90,6043ECT,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455990.39,9.1,,,Vis.,JAT,,89,95,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2455990.39583,9.01,,,Vis.,LDS,,,,217.02,10 images per measurement; 200mmlens,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2455990.4056,9.1,,,Vis.,TOO,,,,217.02,B15x70,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2455990.441,8.9,,,Vis.,MTON,KBV,H,,BAAVSS  217.02,H-2,,,Z,,,,Z UMA,BAA-VSS,STD,,,,
2455990.441,9.1,,,Vis.,LCR,,89,91,AAVSO STANDARD,,,,Z,,,,Z UMA,AASABADELL,STD,,,,
2455990.675,9.2,,,Vis.,CKB,,89,95,110530,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455990.83611,9.2,,,Vis.,MDEN,B,9,9.5,4675cpx,,,,Z,,,,Z UMa,AAVSO,STD,,,,
2455991.365,<8.4,,,Vis.,HUR,,<E,,217.02,0,,,Z,,,,Z UMA,BAA-VSS,STD,,,,
2455991.4,8.7,,,Vis.,SYU,,85,87,3722TBA,,,,Z,,,,Z UMA,BAV,STD,,,,
2455991.4743,8.9,,,Vis.,WTHB,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455991.7646,9.2,,,Vis.,KMA,,83,90,K,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455991.9,9,,,Vis.,MOW,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455992.318,<8.4,,,Vis.,HUR,,<E,,217.02,0,,,Z,,,,Z UMA,BAA-VSS,STD,,,,
2455992.35347,8.9,,,Vis.,WJAA,,89,90,6043ECT,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455992.4,8.8,,,Vis.,WWJ,,8.6,8.8,971201,15X80,,,Z,,,,Z UMA,,STD,,,,
2455992.42,8.9,,,Vis.,SGYO,,87,89,81024,,,,Z,,,,Z UMA,MCSE,STD,,,,
2455992.576,9.2,,,Vis.,MHH,,8.9,9.5,1090cen,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455993.2,8.8,,,Vis.,HCS,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2455993.3542,9.1,,,Vis.,BBI,B,90,95,4329DXY,B:25X100,,,Z,,,,Z UMA,VVS,STD,,,,
2455994.31389,8.9,,,Vis.,WJAA,,89,90,6043ECT,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455994.335,9.2,,,Vis.,BLQ,B,,,217.02,B10x50,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2455994.375,8.6,,,Vis.,ASW,,,,217.02,"""D,M; B20x80""",,,Z,,,,Z UMA,,STD,,,,BAAVSS
2455994.389,9.1,,,Vis.,FNAA,B,,,217.02,R2501600,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2455994.433,<8.4,,,Vis.,HUR,,<E,,217.02,0,,,Z,,,,Z UMA,BAA-VSS,STD,,,,
2455995.322,9.3,,,Vis.,SRBR,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455995.3514,9.2,,,Vis.,SJDA,,,,217.02,B20x80,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2455995.4028,9.2,,,Vis.,VFK,,90,95,3722WFU,LEIPZIG 130/650,,,Z,,,,Z UMA,BAV,STD,,,,
2455995.528,8.83,,,TG,BOA,,NA,,,,0,,Z,,,,Z UMA,AFOEV,STD,,,,
2455995.6951,9.3,,,Vis.,VFK,,90,95,3722WFU,LEIPZIG 130/650,,,Z,,,,Z UMA,BAV,STD,,,,
2455996.34306,9.06,,,Vis.,LDS,,,,217.02,10 images per measurement; 200mmlens,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2455996.36806,8.9,,,Vis.,AJV,,87,89,AAVSO STANDARD,,,,Z,,,,Z UMA,AASABADELL,STD,,,,
2455996.3785,8.8,,,Vis.,PLP,,84,89,1009VVX,,,,Z,,,,Z UMa,,STD,,,,
2455996.4,9.1,,,Vis.,GZN,,89,95,5672EUJ,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455996.4625,9.1,,,Vis.,LCR,,89,91,AAVSO STANDARD,,,,Z,,,,Z UMA,AASABADELL,STD,,,,
2455996.5,9.3,,,Vis.,SHS,,91,,4178nq,,,,Z,,,,Z UMa,AAVSO,STD,,,,
2455996.74306,9.3,,,Vis.,DMPA,BU,95,89,6891ADS,,,,Z,,,,Z UMA,,STD,,,,
2455997.2736,8.8,,,Vis.,DNO,,84,89,6936AQK,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455997.3,9.1,,,Vis.,FRF,,90,95,1071AMX,,,,Z,,,,Z UMA,MCSE,STD,,,,
2455997.432,8.7,,,Vis.,BQC,,NA,,NA,,,,Z,,,,Z UMA,AFOEV,STD,,,,
2455997.5,9.3,,,Vis.,BRJ,,90,96,1005agc,,,,Z,,,,Z UMa,,STD,,,,
2455997.5576,9,,,Vis.,KMA,,83,90,K,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455997.64514,8.9,,,Vis.,CWP,,8.9,9,1102shx,,,,Z,,,,Z UMa,AAVSO,STD,,,,
2455998.279,9.3,,,Vis.,DAT,,8.9,9.5,1285 AZS,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455998.3,9,,,Vis.,VED,,NA,,NA,,,,Z,,,,Z UMA,AFOEV,STD,,,,
2455998.326,9.1,,,Vis.,ASW,,,,217.02,B20x80,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2455998.33333,8.9,,,Vis.,WJAA,,89,,6043ECT,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455998.351,<8.4,,,Vis.,HUR,,<E,,217.02,0,,,Z,,,,Z UMA,BAA-VSS,STD,,,,
2455998.4,9.2,,,Vis.,MCDB,,,,217.02,G80x17,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2455999.3,8.9,,,Vis.,HGUA,,89,,5749GD,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455999.32847,9.1,,,Vis.,BBI,,90,95,4329dxy,,,,Z,,,,Z UMA,VVS,STD,,,,
2455999.35764,9.2,,,Vis.,KKAA,,89,95,3539bze,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455999.4549,9.4,,,Vis.,JMAA,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2455999.60486,9.3,,,Vis.,CKB,,90,95,110530,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456000.3,8.7,,,Vis.,PPS,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456000.3146,9,,,Vis.,HGUA,,89,,5749GD,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456000.32,9.1,,,Vis.,BFO,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456000.4,9.2,,,Vis.,PIJ,,89,90,4324CKB,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456000.547,8.93,,,TG,BOA,,NA,,,,0,,Z,,,,Z UMA,AFOEV,STD,,,,
2456000.6521,9.2,,,Vis.,KMA,,83,90,K,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456000.6847,8.7,,,Vis.,HKB,,86,88,12/97,,,,Z,,,,Z UMA,,STD,,,,
2456000.81389,9,,,Vis.,BBA,B,8.9,9,6585AB,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456000.81736,8.8,,,Vis.,MDP,,87,89,6711jv,,,,Z,,,,Z UMA,RASC,STD,,,,
2456000.948,9.2,,,Vis.,BLQ,,,,217.02,H X05 DIFFICULT; B10x50,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456001.3096,9.2,,,Vis.,DAT,,8.9,9.5,1285AZS,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456001.351,8.7,,,Vis.,SRBR,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456001.35347,9,,,Vis.,WJAA,UV,89,90,6043ECT,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456001.35486,9.05,,,Vis.,KKAA,B,89,95,3539bze,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456001.3965,9.1,,,Vis.,SJDA,,,,217.02,B20x80,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456001.4,8.7,,,Vis.,SYU,,85,87,3722TBA,,,,Z,,,,Z UMA,BAV,STD,,,,
2456001.5,9,,,Vis.,MOW,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456001.544,8.88,,,TG,BOA,,NA,,,,0,,Z,,,,Z UMA,AFOEV,STD,,,,
2456001.574,9.4,,,Vis.,MHH,,8.9,9.5,1090cen,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456002.259,9,,,Vis.,KIS,,NA,,S/B/1941,,,,Z,,,,Z UMA,BAV,STD,,,,
2456002.2782,8.7,,,Vis.,ATI,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456002.3481,9.3,,,Vis.,CSM,,0,,99999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456002.3486,9.1,,,Vis.,LCR,,89,91,AAVSO STANDARD,,,,Z,,,,Z UMA,AASABADELL,STD,,,,
2456002.36389,9.2,,,Vis.,MVH,,9,9.5,4645akw,,,,Z,,,,Z UMA,,STD,,,,
2456002.37,9.3,,,Vis.,HDH,,90,95,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456002.3764,9,,,Vis.,VFK,,89,90,3722WFU,LEIPZIG 130/650,,,Z,,,,Z UMA,BAV,STD,,,,
2456002.3924,9.3,,,Vis.,ADI,,90,95,80524,,,,Z,,,,Z UMA,BAV,STD,,,,
2456002.72222,9,,,Vis.,SHA,,8.7,8.9,6936AOP,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456003.2,<8.4,,,Vis.,SJQ,,84,,1834FQ,,,,Z,,,,Z UMA,AAVSO,STD,,,,
