Observer,Magnitude,JD
JKK,7.7,2445936.4
RAU,7.6,2445936.4
PEM,7.8,2445937.4
OJO,7.7,2445938.4
GCT,7.6,2445939.3
JKK,7.6,2445939.4
OJO,7.7,2445939.4
BRK,7.5,2445940.3
MEZ,7.4,2445940.3
PTK,7.0,2445940.3
RAT,7.8,2445940.4
VED,7.4,2445941.3
VIA,7.2,2445942.3
PTK,7.1,2445942.4
LEB,7.0,2445942.5
SCW,6.9,2445943.3
BRK,7.3,2445943.4
VIA,6.9,2445943.4
GCT,7.6,2445943.5
GRL,7.6,2445944.4
KNR,7.2,2445944.4
KVI,7.4,2445944.4
TEY,7.5,2445944.4
VED,7.1,2445944.4
MOK,7.4,2445944.5
JKK,7.3,2445945.4
OJO,6.9,2445945.4
REI,7.0,2445945.4
MKR,7.4,2445946.3
RAT,7.5,2445946.3
RAU,7.6,2445946.3
BRK,7.0,2445946.4
RCR,7.4,2445946.4
BFK,7.0,2445947.3
KVI,7.5,2445947.4
VIA,7.1,2445947.4
MEZ,7.4,2445948.3
DAR,7.4,2445948.4
MOK,7.3,2445948.4
PTK,7.3,2445949.3
DAR,7.0,2445949.5
GCT,7.5,2445949.6
OJO,6.9,2445950.3
GRL,7.3,2445950.5
LEB,7.0,2445950.6
BRK,6.9,2445951.4
PTK,7.1,2445952.3
GCT,7.3,2445954.3
BMU,7.0,2445956.3
BRK,7.0,2445956.3
VIA,6.9,2445956.3
GRL,7.1,2445956.4
GCT,7.2,2445957.3
OJO,6.9,2445957.3
LEB,6.9,2445958.3
OJO,6.8,2445959.3
PEM,7.0,2445959.3
JKK,7.1,2445959.4
VIA,6.9,2445959.4
OJO,6.9,2445960.3
GCT,7.3,2445961.3
OJO,6.8,2445961.3
BRK,6.9,2445962.3
LEB,6.9,2445962.3
PEM,6.9,2445962.3
VIA,6.9,2445962.3
DOM,7.1,2445963.3
PTK,7.0,2445963.3
OJO,6.9,2445964.3
LEB,7.0,2445965.3
BRK,6.9,2445966.3
DOM,6.8,2445968.3
GCT,7.0,2445968.6
BFK,6.9,2445971.3
VIA,6.9,2445971.3
LEB,7.0,2445971.4
OJO,6.8,2445973.3
VIA,7.0,2445973.3
BRK,6.9,2445974.4
VIA,6.9,2445975.3
BRK,6.9,2445975.4
GCT,6.9,2445975.6
MKR,6.9,2445977.3
OJO,6.9,2445977.3
PEM,7.0,2445977.3
BRK,7.0,2445979.3
GRL,7.1,2445981.6
DAR,7.1,2445982.4
MOK,7.4,2445982.7
GCT,7.1,2445983.3
MKR,7.0,2445983.3
OJO,6.9,2445983.3
PEM,7.0,2445984.2
RAU,7.0,2445984.3
MKR,6.9,2445986.2
RAU,6.8,2445986.2
DAR,7.2,2445986.3
OJO,6.8,2445986.3
WIT,6.8,2445986.3
PEM,7.3,2445987.3
GCT,6.9,2445988.2
LEB,7.0,2445988.3
MOK,6.8,2445988.3
GRL,7.1,2445989.3
RAT,7.5,2445989.3
VIA,6.9,2445989.3
WIT,6.8,2445989.3
KVI,6.8,2445989.4
BRK,7.4,2445990.3
MKR,7.0,2445990.3
BRK,7.4,2445991.3
PEM,7.4,2445992.2
ZAL,7.1,2445992.3
LEB,7.0,2445992.4
RAU,6.9,2445992.4
GCT,7.0,2445993.2
FID,7.3,2445993.3
VIA,7.2,2445993.3
ZAL,7.4,2445993.3
BFK,7.2,2445994.3
BRK,7.5,2445994.3
DAR,7.3,2445994.4
RAT,7.6,2445995.3
RCR,7.4,2445995.3
MKR,7.0,2445996.3
DOM,7.4,2445996.7
GCT,7.2,2445997.2
MOK,7.4,2445997.3
GRL,7.4,2445998.3
OJO,6.9,2445998.3
PEM,7.4,2445999.2
MOK,7.3,2446000.3
RAT,7.6,2446000.3
VIA,7.6,2446000.3
WIT,7.0,2446000.4
OJO,7.1,2446000.5
OJO,7.0,2446001.2
BRK,7.4,2446001.3
DAR,7.4,2446001.4
MKR,7.0,2446001.5
MKR,7.3,2446003.3
VIA,7.2,2446003.3
LEB,7.1,2446003.4
GCT,7.2,2446004.2
BFK,7.4,2446004.3
RAT,7.6,2446004.3
BRK,7.4,2446004.4
RCR,7.8,2446004.7
PEM,7.5,2446005.2
GRL,7.3,2446005.5
MOK,7.4,2446005.7
PEM,7.5,2446007.3
BRK,7.4,2446007.4
WIT,7.2,2446007.5
PEM,7.6,2446011.2
BRK,7.4,2446011.4
MKR,7.3,2446015.3
GCT,7.5,2446017.2
JKK,7.4,2446017.3
GRL,7.7,2446017.4
PEM,7.5,2446018.2
BRK,7.5,2446018.3
MOK,7.3,2446019.2
BRK,7.5,2446019.3
JKK,7.4,2446019.3
WIT,7.4,2446019.3
MKR,7.5,2446020.3
GCT,7.3,2446020.7
OJO,7.1,2446021.2
PEM,7.5,2446021.2
OJO,7.0,2446022.2
BRK,7.6,2446022.4
MKR,7.4,2446023.2
PEM,7.5,2446023.3
PEM,7.5,2446026.2
OJO,7.0,2446028.2
KVI,7.6,2446029.3
GCT,7.4,2446030.2
WIT,7.4,2446030.2
GRL,7.2,2446030.3
MOK,7.4,2446030.7
PEM,7.4,2446032.2
BRK,7.3,2446032.3
MKR,7.4,2446032.3
BRK,7.5,2446034.3
RCR,7.5,2446034.3
SGI,7.2,2446034.4
GCT,7.1,2446035.3
SGI,7.1,2446035.3
OJO,7.0,2446035.4
BFK,7.4,2446036.2
BRK,7.5,2446036.3
RAT,7.4,2446036.4
OJO,7.0,2446037.2
GCT,7.0,2446041.7
BRK,7.4,2446043.3
PEM,7.3,2446043.3
GCT,7.0,2446045.3
MOK,7.0,2446045.7
OJO,6.9,2446046.2
PEM,7.3,2446046.2
SGI,7.1,2446046.2
BRK,7.5,2446048.3
PEM,7.3,2446049.2
BFK,7.0,2446049.3
SCW,6.9,2446049.4
WIT,6.9,2446050.3
GCT,7.3,2446053.3
BRK,7.5,2446054.2
GRL,7.5,2446054.4
JKK,7.3,2446056.3
VIA,7.4,2446056.4
BRK,7.5,2446058.3
RAT,7.4,2446059.3
RCR,7.4,2446059.3
BRK,7.5,2446059.4
PRZ,7.6,2446059.8
GRL,7.4,2446060.6
VIA,7.5,2446062.8
PEM,7.5,2446063.2
SCW,7.5,2446065.8
GRL,7.4,2446066.3
DAR,7.3,2446067.5
MOK,7.4,2446067.5
GCT,7.4,2446067.7
PEM,7.6,2446068.2
MKR,7.5,2446069.3
PEM,7.6,2446071.2
GCT,7.6,2446072.7
PEM,7.7,2446074.2
MIB,7.9,2446075.3
PEM,7.8,2446077.2
MKR,7.8,2446077.4
GCT,7.6,2446077.7
MKR,7.8,2446079.2
PEM,7.8,2446079.2
DAR,7.9,2446079.4
MIB,8.3,2446080.3
GCT,7.7,2446081.7
BRK,7.7,2446082.3
MOK,7.4,2446082.3
OJO,7.7,2446082.3
OJO,7.7,2446083.3
PEM,7.8,2446084.2
MKR,7.9,2446085.3
VIA,8.3,2446089.7
BRK,8.0,2446090.3
BRK,8.1,2446091.4
MKR,8.2,2446092.3
PEM,8.5,2446092.4
GCT,8.2,2446093.3
RCR,8.2,2446093.3
BFK,8.3,2446093.4
SCW,8.5,2446093.5
OJO,8.1,2446094.3
WIT,8.3,2446094.4
BRK,8.2,2446095.3
PEM,8.5,2446095.3
GRL,8.6,2446096.3
FLK,8.4,2446096.4
VED,8.0,2446096.4
GCT,8.2,2446097.7
MOK,8.0,2446097.7
MIB,8.9,2446099.3
BRK,8.4,2446100.3
OJO,8.1,2446100.3
SCW,8.3,2446100.7
BFK,8.7,2446101.4
PRZ,8.1,2446101.4
GCT,8.6,2446104.2
BRK,8.4,2446104.3
MIB,8.9,2446104.3
MOK,8.6,2446104.3
PRZ,8.0,2446104.4
WIT,8.7,2446104.5
JKK,8.6,2446105.3
MKR,8.4,2446106.2
PEM,9.0,2446106.2
LEB,8.7,2446106.3
FLK,8.6,2446106.5
BRK,8.4,2446107.3
GCT,8.3,2446107.3
WIT,8.5,2446108.3
PRZ,8.1,2446108.4
BFK,8.8,2446109.3
BRK,8.5,2446109.3
OJO,8.6,2446109.3
PRZ,8.2,2446109.3
MIB,9.0,2446109.4
BRK,8.5,2446110.3
GCT,8.4,2446110.3
PEM,8.9,2446110.3
WIT,8.5,2446110.3
MOK,8.4,2446110.7
MKR,8.4,2446112.3
PEM,8.9,2446113.3
GCT,8.4,2446113.7
MIB,8.9,2446114.3
MOK,8.9,2446114.3
OJO,8.5,2446114.3
PRZ,8.2,2446114.3
OJO,8.6,2446115.3
BFK,8.8,2446116.3
BRK,8.7,2446116.3
RAT,8.7,2446116.3
RCR,8.8,2446116.3
VIA,8.3,2446116.3
PRZ,8.3,2446116.4
SGZ,8.5,2446116.4
PEM,9.2,2446117.2
PRZ,8.2,2446117.3
SCW,8.8,2446117.5
LEB,8.3,2446118.3
OJO,8.6,2446118.4
VIA,8.4,2446118.4
VED,8.2,2446119.3
MKR,8.5,2446120.3
VIA,8.3,2446120.4
VED,8.5,2446121.3
MOK,8.7,2446121.4
GRL,9.0,2446121.5
BRK,8.4,2446128.3
VED,8.4,2446130.3
PRZ,8.2,2446133.4
MOK,8.6,2446135.4
BRK,8.1,2446136.3
GCT,8.2,2446136.3
MKR,8.8,2446136.3
PEM,8.7,2446136.3
VIA,7.8,2446136.3
PRZ,8.0,2446136.4
BRK,8.0,2446137.3
MIB,8.0,2446138.3
MOK,8.1,2446138.3
GRL,8.2,2446139.3
VED,7.9,2446139.3
BFK,8.1,2446139.4
PRZ,7.7,2446139.4
BRK,7.6,2446140.3
GCT,8.1,2446140.3
MKR,8.2,2446141.3
PRZ,7.6,2446141.3
VIA,7.8,2446141.4
FLK,8.0,2446141.5
MIB,7.9,2446142.3
PEM,8.1,2446142.3
VED,7.6,2446142.3
PRZ,7.6,2446142.4
MOK,7.8,2446143.4
PRZ,7.6,2446144.3
LIS,7.8,2446144.4
PEM,8.1,2446145.3
PRZ,7.6,2446145.4
MKR,8.1,2446147.4
SCW,8.0,2446147.4
PEM,7.8,2446148.3
FLK,7.7,2446148.4
LEB,7.6,2446148.7
BRK,7.5,2446149.3
VED,7.3,2446149.3
JKN,7.8,2446149.4
PRZ,7.4,2446149.4
KVI,7.4,2446150.4
SGI,7.4,2446150.4
SGI,7.5,2446151.4
GCT,7.4,2446152.4
BRK,7.5,2446153.3
OJO,7.0,2446153.3
MIB,7.6,2446153.4
MOK,7.3,2446153.4
PRZ,7.6,2446153.4
MKR,7.7,2446154.3
VED,7.2,2446154.3
SGI,7.4,2446154.4
PEM,7.5,2446156.3
VED,7.1,2446157.4
PRZ,7.5,2446158.4
GCT,7.3,2446158.6
BRK,7.4,2446159.3
PEM,7.5,2446159.3
MEZ,7.3,2446160.3
ANO,7.5,2446160.5
GRL,7.5,2446160.5
DOM,7.2,2446161.3
FID,7.3,2446161.4
KVI,7.2,2446162.4
MOK,7.2,2446162.4
PEM,7.4,2446162.4
PRZ,7.3,2446162.4
MOK,7.3,2446163.4
BRK,7.4,2446164.3
RCR,7.5,2446165.3
BFK,7.5,2446165.4
RAT,7.4,2446165.4
JKK,7.3,2446166.3
VED,7.2,2446166.3
MKR,7.4,2446166.4
OJO,6.9,2446166.4
PRZ,7.4,2446166.4
MOK,7.4,2446166.6
BRK,7.4,2446167.3
LUU,7.3,2446167.3
GRL,7.1,2446167.4
JKN,7.3,2446167.4
PEM,7.3,2446167.4
BRK,7.4,2446168.3
FID,7.4,2446169.3
MEZ,7.3,2446169.3
MKR,7.3,2446169.4
PRZ,7.2,2446169.4
GCT,7.3,2446170.3
OJO,6.9,2446170.3
JKK,7.4,2446170.4
MOK,7.4,2446170.4
OJO,7.0,2446171.3
OJO,7.0,2446172.3
PEM,7.5,2446172.3
LUU,7.1,2446172.4
VIA,7.6,2446172.4
BRK,7.4,2446173.3
VED,7.3,2446173.3
PRZ,7.5,2446173.4
RAT,7.5,2446173.4
RCR,7.6,2446173.4
VIA,7.6,2446173.4
GCT,7.2,2446174.3
PRZ,7.5,2446174.4
VIA,7.5,2446174.4
FID,7.4,2446175.3
VIA,7.5,2446175.4
PRZ,7.5,2446175.6
FID,7.4,2446176.3
JKK,7.5,2446176.4
BRK,7.4,2446177.3
GCT,7.1,2446177.3
OJO,7.0,2446177.3
RAT,7.4,2446177.3
RCR,7.5,2446177.3
MOK,7.1,2446177.4
GRL,7.3,2446177.5
WIT,7.2,2446178.4
PRZ,7.4,2446180.4
VIA,7.5,2446180.4
VED,7.5,2446181.3
WIT,7.2,2446181.4
BRK,7.5,2446182.3
MKR,7.4,2446182.4
PEM,7.4,2446182.4
PRZ,7.6,2446182.4
SCW,7.4,2446182.4
MOK,7.3,2446186.4
GCT,7.3,2446188.6
FID,7.8,2446189.3
BRK,7.6,2446192.3
OJO,7.7,2446192.4
GCT,7.7,2446193.5
GRL,7.7,2446193.5
MOK,7.7,2446193.5
BRK,7.6,2446196.4
OJO,7.8,2446196.5
MOK,7.6,2446198.5
BRK,8.0,2446199.4
OJO,7.7,2446199.4
GCT,7.8,2446199.5
GRL,7.8,2446199.5
RAT,8.2,2446200.4
RCR,8.2,2446200.4
PRZ,7.7,2446200.5
SCW,7.8,2446200.5
VED,8.0,2446201.4
PRZ,7.8,2446201.5
MEN,7.6,2446202.4
OJO,7.7,2446203.4
OJO,7.7,2446204.4
WIT,8.0,2446204.4
BRK,8.0,2446205.4
OJO,7.7,2446205.4
GRL,8.0,2446205.5
OJO,7.8,2446206.4
BRK,8.0,2446207.4
OJO,7.7,2446207.4
OJO,7.8,2446208.4
GCT,8.0,2446208.5
VED,7.6,2446209.3
KVI,7.6,2446209.4
VIA,7.8,2446209.4
FID,8.2,2446210.4
KVI,7.9,2446210.4
PRZ,7.7,2446210.4
BRK,8.0,2446211.4
KVI,8.1,2446211.4
OJO,7.7,2446211.4
PRZ,7.7,2446211.4
RAT,8.4,2446211.4
RCR,8.2,2446211.4
SCW,7.7,2446211.4
WAL,7.7,2446211.5
WIT,8.1,2446211.5
LEB,7.9,2446211.6
OJO,7.8,2446212.4
BRK,8.2,2446213.4
PRZ,7.7,2446213.4
GCT,7.8,2446213.5
SGZ,7.8,2446214.4
PRZ,7.6,2446215.4
CMG,8.0,2446216.4
GRL,8.3,2446216.5
VED,7.7,2446217.3
PRZ,7.6,2446218.4
SCW,7.8,2446218.4
OJO,7.7,2446218.5
BRK,8.0,2446219.4
PRZ,7.6,2446219.4
OJO,7.7,2446220.4
PRZ,7.6,2446220.4
GCT,7.7,2446220.5
BRK,7.8,2446221.4
KVI,7.9,2446221.4
MZS,7.6,2446221.4
SGZ,8.0,2446221.4
OJO,7.6,2446223.4
VED,7.6,2446223.4
MEN,7.3,2446224.3
KVI,8.0,2446225.4
OJO,7.3,2446225.4
FID,7.4,2446226.4
KVI,7.7,2446226.4
MZS,7.6,2446226.4
PRZ,7.4,2446227.4
VED,7.3,2446227.4
MZS,7.5,2446228.4
BRK,7.3,2446229.4
PRZ,7.2,2446229.4
OJO,6.9,2446230.4
GCT,7.1,2446230.5
CMG,7.1,2446231.4
FID,7.0,2446231.4
MEN,6.9,2446232.3
KVI,7.1,2446233.4
MEN,6.8,2446234.3
GCT,7.0,2446234.5
BRK,6.8,2446235.4
FID,6.9,2446235.4
MZS,7.0,2446235.4
SGZ,6.9,2446236.4
BUR,6.6,2446237.4
PRZ,6.6,2446237.4
SGZ,6.7,2446237.4
MZS,6.8,2446238.4
SGZ,6.4,2446241.4
FID,6.7,2446242.4
KVI,6.6,2446242.4
MZS,6.6,2446242.4
BUR,6.9,2446243.4
PRZ,7.0,2446243.4
GCT,6.8,2446244.4
VED,6.5,2446244.4
BUR,7.0,2446244.5
FID,6.7,2446245.4
PGT,6.7,2446245.4
KVI,6.5,2446245.5
BUR,6.5,2446246.5
MEN,6.6,2446247.3
BRK,6.4,2446247.4
PRZ,6.6,2446247.4
BUR,6.7,2446248.4
CMG,6.9,2446248.4
LEB,6.6,2446248.4
BUR,6.5,2446249.4
BRK,6.4,2446250.4
FID,6.4,2446250.4
KVI,6.5,2446250.4
PPS,6.6,2446251.4
GCT,6.7,2446251.5
BUR,6.7,2446252.4
RAT,6.7,2446252.4
RCR,6.5,2446252.4
BUR,6.6,2446253.4
OJO,6.7,2446253.4
VED,6.5,2446253.4
VIA,6.7,2446253.4
PRZ,6.7,2446253.5
BUR,6.7,2446254.4
MEN,6.4,2446254.4
PRZ,6.8,2446254.4
SGZ,6.3,2446254.4
BUR,6.5,2446255.4
GCT,6.7,2446255.5
BUR,6.6,2446256.4
CMG,7.0,2446256.4
PGT,6.5,2446256.4
PRZ,6.6,2446256.4
BUR,6.8,2446257.4
SGZ,6.4,2446257.4
BUR,6.8,2446258.4
SGZ,6.4,2446258.4
VED,6.5,2446258.4
VIA,6.5,2446258.4
BUR,6.9,2446259.4
FID,6.5,2446259.4
PRZ,7.0,2446259.4
SGZ,6.5,2446259.4
BRK,6.4,2446260.4
BUR,6.9,2446260.4
PRZ,6.7,2446260.4
GCT,6.8,2446260.5
BUR,6.9,2446261.4
MEN,6.5,2446262.3
BRK,6.4,2446262.4
LEB,6.8,2446262.4
PRZ,6.9,2446262.4
BUR,6.9,2446263.4
FID,6.6,2446263.4
PPS,6.7,2446263.4
SGZ,6.7,2446263.4
VED,6.8,2446263.4
BRK,6.6,2446264.4
BUR,6.9,2446264.4
PRZ,6.9,2446264.4
SGZ,6.7,2446264.4
VIA,6.9,2446264.4
BLJ,6.7,2446265.5
KVI,7.0,2446265.5
BRK,6.7,2446266.4
BUR,6.7,2446266.4
BUR,7.0,2446267.4
PRZ,6.9,2446267.4
RAT,6.9,2446267.4
RCR,7.2,2446267.4
BUR,6.9,2446268.4
FID,6.8,2446268.4
PGT,6.7,2446268.4
SGZ,6.6,2446268.4
VIA,7.0,2446268.4
KVI,7.0,2446268.5
OJO,6.8,2446268.5
BUR,6.9,2446269.4
PPS,7.1,2446269.4
PRZ,7.0,2446269.4
SGZ,6.6,2446269.4
KVI,7.1,2446269.5
LEB,6.7,2446269.5
BRK,6.8,2446270.4
BUR,7.0,2446270.4
CMG,7.1,2446270.4
SGZ,6.8,2446270.4
GCT,6.7,2446270.5
BUR,6.8,2446271.4
JKK,7.2,2446271.4
PRZ,7.1,2446271.4
SGZ,6.8,2446271.4
VED,7.0,2446271.4
OJO,6.9,2446271.5
RAT,7.1,2446271.5
RCR,7.2,2446271.5
BRK,6.8,2446272.4
WIT,6.9,2446272.4
OJO,6.9,2446272.5
BUR,7.0,2446273.4
GCT,6.8,2446273.4
SGZ,6.8,2446273.4
BUR,7.0,2446274.4
JKK,7.3,2446275.4
FID,7.0,2446276.4
BUR,7.0,2446276.5
WIT,7.4,2446277.4
PGT,7.2,2446278.4
PRZ,7.4,2446278.4
PRZ,7.4,2446279.4
SGZ,7.0,2446280.3
BRK,7.4,2446280.4
BUR,7.3,2446280.4
MKR,7.7,2446280.4
FID,7.5,2446281.3
GCT,7.4,2446281.4
PPS,7.3,2446281.4
BUR,7.3,2446282.4
FID,7.5,2446282.4
PRZ,7.6,2446282.4
MZS,7.7,2446283.4
PPS,7.6,2446283.4
GCT,7.6,2446284.4
OJO,7.6,2446284.4
VED,7.5,2446284.4
BUR,7.7,2446285.4
PRZ,7.7,2446285.5
BUR,7.8,2446286.4
PGT,7.6,2446286.4
PRZ,7.7,2446286.5
BRK,7.6,2446287.4
GCT,7.7,2446287.4
JKK,7.8,2446287.4
OJO,7.6,2446287.4
RAT,7.9,2446287.4
PPS,7.9,2446288.4
RAT,8.0,2446288.4
RCR,8.1,2446288.4
JKK,7.9,2446289.4
OJO,7.6,2446289.4
MOK,7.7,2446289.5
CMG,7.9,2446290.4
BMU,7.9,2446291.4
BUR,7.8,2446291.4
MIB,7.9,2446291.4
PEM,8.1,2446291.4
OJO,7.7,2446292.4
WIT,7.9,2446292.4
OJO,7.7,2446293.3
BUR,7.7,2446293.4
MOK,7.8,2446293.5
MKR,7.9,2446294.4
PEM,8.3,2446295.4
BUR,7.9,2446296.4
MIB,8.1,2446296.4
PRZ,7.8,2446296.4
VIA,8.1,2446296.4
GRL,8.0,2446296.5
BUR,8.0,2446297.4
GCT,7.8,2446297.4
OJO,7.8,2446297.4
PPS,8.0,2446297.4
BRK,8.1,2446298.4
OJO,7.8,2446298.4
PRZ,8.0,2446298.4
SCW,8.0,2446298.4
RAT,8.2,2446298.5
RCR,8.4,2446298.5
BRK,8.1,2446299.3
BUR,8.0,2446299.4
CMG,8.2,2446299.4
FID,8.3,2446299.4
MZS,8.5,2446299.4
BUR,8.3,2446300.4
GCT,7.8,2446301.3
BRK,8.1,2446301.4
BUR,8.1,2446301.4
PEM,8.5,2446301.4
PRZ,8.0,2446301.4
MKR,8.2,2446302.3
GCT,8.0,2446304.3
PEM,8.6,2446304.4
KNS,8.9,2446305.3
OJO,8.0,2446305.3
WIT,8.1,2446305.3
PRZ,8.0,2446305.4
GRL,8.8,2446305.5
BRK,8.2,2446306.3
OJO,8.1,2446306.3
PGT,7.9,2446306.3
VED,8.1,2446306.3
MOK,8.0,2446306.4
WIT,8.2,2446306.4
OJO,8.1,2446307.3
MIB,8.3,2446307.4
PRZ,7.9,2446307.4
GCT,8.5,2446308.3
OJO,8.1,2446308.3
PEM,8.8,2446308.4
OJO,8.2,2446310.3
SGZ,8.5,2446310.3
BRK,8.3,2446311.3
GCT,8.6,2446311.3
OJO,8.2,2446311.3
GRL,8.8,2446311.4
MZS,8.0,2446311.4
BUR,8.1,2446312.3
BUR,8.1,2446313.3
OJO,8.3,2446313.3
LEB,8.2,2446313.4
SGZ,8.3,2446313.4
PEM,8.9,2446314.3
BRK,8.4,2446316.3
MZS,8.5,2446316.4
BUR,8.1,2446317.4
SGZ,8.3,2446317.4
WIT,8.3,2446317.5
BUR,8.3,2446318.3
GCT,8.3,2446318.3
PRZ,8.1,2446318.3
CMG,8.7,2446318.4
GRL,8.9,2446318.4
MIB,8.5,2446318.4
OJO,8.3,2446318.4
SGZ,8.3,2446318.4
BUR,8.5,2446319.3
RAT,8.5,2446319.3
SCW,8.8,2446319.3
KVI,8.8,2446319.4
WIT,8.8,2446319.5
BRK,8.2,2446320.3
BUR,8.8,2446320.3
FID,8.7,2446320.3
OJO,8.2,2446320.3
PEM,8.8,2446320.3
PGT,8.2,2446320.3
SGZ,8.5,2446320.3
JKK,8.5,2446320.4
OJO,8.2,2446321.3
LEB,8.2,2446321.4
MZS,8.6,2446321.4
WIT,8.7,2446321.6
KNS,8.8,2446322.3
LEB,8.2,2446322.3
MKR,8.5,2446322.4
MZS,8.7,2446323.4
GCT,8.3,2446324.3
OJO,8.2,2446324.3
PRZ,8.2,2446324.3
SGI,8.6,2446324.4
LEB,8.1,2446325.3
MIB,8.3,2446325.4
BUR,8.1,2446326.3
OJO,8.2,2446326.3
SGZ,8.1,2446326.3
VIA,8.2,2446326.3
BMU,8.6,2446326.4
CMG,8.5,2446326.4
LEB,8.2,2446326.4
WIT,8.4,2446326.4
GRL,8.9,2446326.6
BRK,8.1,2446327.3
BUR,8.0,2446327.3
LIS,8.6,2446327.3
PEM,8.8,2446327.3
PGT,8.1,2446327.3
PRZ,8.1,2446327.3
RCR,8.3,2446327.3
WIT,8.4,2446327.3
BRK,8.2,2446328.3
OJO,8.2,2446328.3
SGI,8.5,2446328.3
MZS,8.7,2446328.4
PEM,8.5,2446330.3
MIB,8.6,2446330.4
GCT,8.1,2446330.6
MKR,8.2,2446331.3
OJO,8.2,2446331.3
SGZ,7.8,2446331.3
GRL,8.4,2446332.6
GCT,8.0,2446334.3
OJO,7.7,2446334.3
OJO,7.7,2446336.3
PGT,7.6,2446336.3
PEM,8.3,2446337.3
KNS,7.5,2446337.4
OJO,7.7,2446337.4
GRL,8.2,2446337.5
CMG,8.0,2446338.4
OJO,7.7,2446339.3
BRK,7.6,2446340.3
OJO,7.7,2446340.3
MIB,8.0,2446340.4
BRK,7.5,2446342.3
OJO,7.5,2446342.3
PEM,7.9,2446343.2
MZS,7.7,2446343.4
MKR,7.7,2446344.2
GCT,7.7,2446345.3
PEM,7.6,2446345.3
PGT,7.4,2446345.3
SGZ,7.5,2446345.3
BRK,7.4,2446346.4
RAT,7.7,2446347.3
RCR,7.5,2446347.3
BRK,7.4,2446347.4
CMG,7.7,2446347.4
GCT,7.3,2446349.2
BUR,7.5,2446349.3
LEB,7.0,2446349.3
OJO,7.0,2446349.3
SGZ,7.0,2446349.3
WIT,7.0,2446349.3
BUR,6.8,2446350.3
VIA,7.6,2446350.4
BRK,7.2,2446351.3
OJO,7.1,2446351.3
RAT,7.6,2446351.3
RCR,7.6,2446351.3
SGZ,6.9,2446351.3
VIA,7.2,2446351.3
WIT,7.1,2446351.5
GRL,7.6,2446351.7
PEM,7.3,2446352.2
KVI,7.5,2446352.4
MZS,7.4,2446352.4
BUR,6.8,2446353.3
PGT,7.0,2446353.3
OJO,7.0,2446353.4
GCT,7.3,2446353.7
MIB,7.5,2446354.3
LIS,7.0,2446354.4
SGZ,7.4,2446354.4
WIT,7.1,2446354.5
PEM,7.4,2446355.3
KNS,7.0,2446355.4
MZS,7.5,2446356.4
GCT,7.3,2446357.3
LEB,7.0,2446357.7
BRK,7.5,2446358.3
OJO,7.0,2446358.3
RAT,7.6,2446358.3
WIT,7.6,2446358.3
RCR,7.6,2446358.4
WIT,6.8,2446358.5
BUR,7.2,2446359.3
PEM,7.4,2446359.3
CMG,7.6,2446359.4
GCT,7.4,2446360.2
BRK,7.5,2446360.3
MIB,7.7,2446360.3
PGT,7.1,2446360.3
WIT,7.4,2446360.3
GRL,7.4,2446360.5
OJO,7.0,2446361.5
WIT,7.0,2446362.3
GCT,7.4,2446363.2
PEM,7.6,2446363.2
SCW,7.5,2446363.5
OJO,7.3,2446364.2
MKR,7.7,2446364.4
PEM,7.5,2446367.2
GRL,7.4,2446367.5
GCT,7.6,2446367.7
OJO,7.3,2446368.3
MIB,7.9,2446370.3
GCT,7.6,2446370.7
PGT,7.5,2446371.2
BRK,7.5,2446372.3
OJO,7.7,2446372.3
BRK,7.6,2446373.3
OJO,7.7,2446374.2
KNS,7.7,2446374.4
MZS,7.7,2446374.4
GCT,7.7,2446375.7
BRK,7.7,2446376.3
BUR,7.9,2446376.3
MIB,7.8,2446377.3
BRK,7.6,2446378.3
GCT,7.7,2446379.7
OJO,7.7,2446380.4
VIA,7.8,2446380.4
BUR,8.1,2446382.3
MIB,7.9,2446382.3
GCT,7.7,2446383.2
LEB,7.7,2446383.2
JKK,7.8,2446383.4
PEM,8.1,2446384.2
JKK,7.8,2446384.4
OJO,7.6,2446385.2
BRK,7.7,2446385.3
OJO,7.7,2446386.2
BRK,7.7,2446386.3
GCT,7.7,2446387.2
MZS,8.1,2446387.4
KNS,8.2,2446388.2
PEM,8.2,2446388.2
GRL,7.8,2446390.6
MOK,7.8,2446393.2
GCT,7.8,2446394.2
PEM,8.4,2446395.2
MZS,8.2,2446398.4
MOK,7.8,2446399.2
GCT,7.8,2446399.7
PEM,8.1,2446401.2
PGT,7.9,2446401.2
MZS,8.5,2446403.4
BRK,8.0,2446405.3
BRK,8.0,2446406.3
MZS,8.2,2446406.4
PPS,8.5,2446407.4
MIB,8.1,2446408.2
PEM,8.0,2446408.3
VIA,7.7,2446409.4
KNS,8.0,2446409.6
GCT,7.7,2446410.6
GRL,7.8,2446413.4
GCT,7.6,2446413.7
PEM,7.3,2446416.2
KNS,7.5,2446416.4
GRL,7.4,2446418.6
PEM,7.3,2446419.2
GCT,7.2,2446419.3
MIB,7.8,2446419.3
BRK,7.0,2446420.2
BRK,6.9,2446421.5
PEM,7.1,2446422.2
BRK,6.9,2446422.3
GCT,7.0,2446422.3
VIA,6.9,2446422.8
BRK,6.9,2446423.3
PRZ,7.0,2446424.7
PEM,7.1,2446426.3
GCT,6.9,2446426.7
KIJ,7.0,2446427.3
VIA,6.8,2446429.3
