Observer,Magnitude,JD
GOL,8.3,2451105.3
JRJ,8.7,2451105.3
RES,8.5,2451105.3
JTP,8.4,2451106.3
KHG,8.4,2451107.2
VOH,8.8,2451107.2
GOL,8.6,2451107.3
LEN,8.7,2451107.3
MOK,8.1,2451107.3
WIT,8.4,2451107.3
JKK,8.5,2451107.4
ERD,8.7,2451107.5
KSL,8.7,2451109.5
VOH,8.8,2451109.6
MOK,8.2,2451110.3
KOT,8.8,2451110.5
SED,8.6,2451110.5
HRM,8.4,2451110.8
MHH,8.1,2451110.8
GOL,8.3,2451112.3
VDL,8.4,2451112.3
VOH,8.6,2451112.3
CMG,8.7,2451113.2
GCT,8.1,2451113.3
JKK,8.0,2451113.4
PPS,8.2,2451113.5
VOH,8.2,2451113.6
SAG,8.2,2451114.5
JTP,8.0,2451116.3
FID,8.3,2451116.5
MOK,7.9,2451117.3
JKK,8.1,2451117.5
GCT,7.9,2451118.4
KHG,7.8,2451119.2
CMG,8.2,2451119.6
MOK,7.8,2451120.2
KAT,7.7,2451120.8
LEN,8.2,2451121.3
JRJ,7.8,2451122.3
VOH,7.7,2451122.7
GCT,7.8,2451123.3
JTP,8.0,2451123.3
PPS,8.0,2451123.5
MOK,8.0,2451124.2
VDL,7.8,2451124.3
CMG,7.9,2451124.5
MZS,8.2,2451124.5
RIC,7.8,2451124.5
KHG,7.6,2451124.7
ERD,7.9,2451125.5
KOT,7.9,2451125.5
NUM,7.4,2451126.8
VDL,7.7,2451128.3
BMU,7.8,2451129.2
KHG,7.8,2451129.2
JRJ,7.8,2451129.3
LEN,7.7,2451129.3
FID,7.8,2451129.5
VOH,7.7,2451129.7
PPS,7.2,2451130.5
TUT,7.7,2451132.8
VOH,7.2,2451133.7
MOK,7.4,2451134.2
VDL,7.7,2451134.3
JTP,7.4,2451134.4
KSL,7.4,2451134.5
PPS,7.2,2451134.5
KOT,7.6,2451135.5
VOH,7.2,2451135.7
GCT,7.3,2451137.3
JKK,7.3,2451137.3
JRJ,7.8,2451137.3
DKE,7.3,2451137.4
KHG,7.2,2451139.2
RCR,7.4,2451139.2
VDL,7.4,2451139.2
JKK,7.3,2451139.5
VOH,7.2,2451139.7
NUM,7.5,2451139.8
LEN,7.1,2451140.3
FID,7.7,2451140.5
TUT,7.2,2451140.8
JTP,7.4,2451141.4
KAT,7.3,2451141.8
MHH,6.9,2451145.8
NUM,7.2,2451145.8
KHG,7.0,2451146.7
KAT,7.2,2451146.8
GCT,7.0,2451149.2
MOK,7.3,2451150.2
KAT,7.0,2451152.8
NUM,7.2,2451152.8
KHG,6.9,2451154.3
MOK,7.4,2451154.3
CMG,7.5,2451154.4
KSL,7.0,2451154.5
BMU,7.5,2451155.3
LEN,7.4,2451155.3
JKK,7.3,2451155.4
VOH,7.0,2451156.2
GCT,7.2,2451156.3
MOK,7.4,2451156.3
PPS,7.4,2451156.5
MHH,7.4,2451156.8
KHG,7.1,2451158.3
VOH,7.0,2451158.5
ERD,7.5,2451160.5
JKK,7.3,2451161.5
MOK,7.3,2451161.5
SCA,7.5,2451162.5
CMG,7.3,2451162.6
MOK,7.5,2451163.4
HDH,7.9,2451163.5
VDL,7.7,2451164.2
KHG,7.1,2451164.4
TUT,7.6,2451164.8
JRJ,7.9,2451165.2
BMU,7.6,2451165.3
DKE,7.6,2451165.3
GOL,7.6,2451165.4
KHG,7.3,2451165.4
RES,7.3,2451165.4
KOT,7.8,2451165.5
SKJ,7.4,2451166.5
MHH,7.5,2451166.8
NUM,7.6,2451166.8
GOL,7.5,2451167.3
KHG,7.1,2451167.3
HFE,7.8,2451167.5
MOK,7.4,2451167.7
KHG,7.3,2451168.2
LEN,7.7,2451168.3
JKK,7.5,2451168.4
TUT,7.6,2451168.7
VOH,7.6,2451169.4
RES,7.6,2451170.4
VOH,7.6,2451171.3
GOL,7.6,2451171.4
NUM,7.9,2451171.8
VDL,7.8,2451172.2
ERD,8.1,2451173.5
MHH,7.7,2451173.8
VOH,7.6,2451174.2
CMG,8.1,2451174.6
MOK,7.7,2451175.5
MZS,8.2,2451175.5
VOH,7.9,2451175.6
VDL,7.9,2451176.4
DKE,7.5,2451176.7
VOH,7.7,2451177.2
KHG,7.4,2451177.3
MOK,7.6,2451177.3
RCR,7.9,2451177.5
KHG,7.8,2451178.2
GCT,7.8,2451178.3
LEN,8.0,2451178.3
VOH,7.7,2451178.3
VOH,7.6,2451179.2
KHG,7.7,2451180.7
MHH,7.9,2451180.8
VDL,8.1,2451181.2
VOH,7.7,2451181.2
CMG,8.0,2451181.4
RES,7.9,2451181.6
NUM,8.1,2451182.8
MOK,7.8,2451183.7
VED,7.8,2451183.7
JTP,7.7,2451184.3
DPA,8.2,2451184.4
VOH,7.8,2451184.4
NLB,8.3,2451184.5
GOL,7.8,2451185.3
VDL,8.1,2451185.3
VOH,7.8,2451185.3
ERD,8.0,2451185.5
NLB,8.2,2451185.5
MOK,7.8,2451186.5
SAG,8.0,2451187.5
KAT,7.9,2451187.7
MHH,8.1,2451187.8
BMU,8.1,2451188.3
CMG,8.1,2451188.3
KHG,8.1,2451189.2
VOH,7.9,2451189.2
SOK,8.1,2451189.4
TBS,7.8,2451189.7
DPA,8.3,2451190.4
KYT,8.1,2451190.7
KAT,7.9,2451190.8
HRM,8.1,2451191.7
NUM,8.3,2451191.8
NLB,8.3,2451192.5
VOH,8.1,2451192.5
GOL,7.7,2451193.4
VOH,8.0,2451193.7
ERD,8.1,2451194.5
NLB,8.1,2451194.5
SCA,8.0,2451194.5
VOH,8.1,2451194.7
MOK,7.7,2451195.3
VOH,7.9,2451195.7
CMG,8.1,2451196.4
HDH,8.2,2451196.5
KOT,7.7,2451196.5
KSL,8.0,2451196.5
NLB,8.3,2451196.5
SAG,8.1,2451196.5
SED,7.6,2451196.5
VOH,8.0,2451196.7
TUT,7.6,2451196.8
KHG,7.7,2451197.3
LEN,8.2,2451197.3
VOH,7.8,2451197.4
GOL,7.7,2451198.3
VOH,7.9,2451198.7
NUM,7.9,2451198.8
KHG,7.7,2451199.2
BDI,7.7,2451199.3
RCR,7.8,2451199.3
VOH,7.7,2451199.4
KYT,7.6,2451200.7
MHH,7.6,2451200.8
GOL,7.6,2451202.3
KHG,7.5,2451202.3
RCR,7.8,2451202.3
VDL,8.2,2451202.4
VOH,7.7,2451202.5
VOH,7.6,2451203.6
VOH,7.6,2451204.5
CMG,8.0,2451204.6
NUM,7.6,2451204.7
KHG,7.5,2451204.8
VED,7.8,2451205.7
MOK,7.7,2451207.7
GCT,7.8,2451208.3
VDL,7.8,2451208.3
JRJ,7.5,2451209.4
GRL,7.7,2451211.3
MOK,7.6,2451212.4
KYT,7.8,2451213.7
THS,7.7,2451213.7
MHH,7.5,2451214.8
NUM,7.7,2451214.8
OJO,7.3,2451215.2
VOH,7.6,2451215.4
ERD,7.8,2451215.5
PSK,7.7,2451215.5
SAG,7.8,2451215.5
SCA,7.5,2451215.5
MOK,7.5,2451215.6
TBS,7.7,2451215.7
GCT,7.5,2451216.3
OJO,7.3,2451216.3
HDH,7.9,2451216.5
PPS,7.6,2451216.5
PSK,7.5,2451216.5
IMM,7.8,2451216.7
BDI,7.4,2451218.2
SOK,7.8,2451218.2
MOK,7.4,2451218.4
VDL,7.8,2451219.3
VOH,7.7,2451219.3
JTP,7.6,2451219.4
GOL,7.5,2451220.3
VOH,7.7,2451220.3
ISM,7.9,2451220.4
VED,7.5,2451220.5
GCT,7.4,2451221.3
RNC,7.6,2451221.4
VOH,7.6,2451221.4
NUM,7.6,2451221.7
BMU,7.8,2451222.3
CMG,7.6,2451222.3
OJO,7.3,2451222.3
VDL,7.7,2451222.3
DPA,7.5,2451222.4
MOK,7.4,2451222.4
JTP,7.6,2451222.5
HRM,7.6,2451222.7
KYT,7.8,2451222.7
TUT,7.4,2451222.7
SOK,7.7,2451223.2
JRJ,7.8,2451223.3
MHH,7.7,2451223.8
KHG,7.3,2451224.2
RCR,7.9,2451224.3
LEN,7.8,2451224.4
SAG,7.5,2451225.5
IMM,7.8,2451225.7
THS,7.8,2451225.7
VOH,7.6,2451226.3
CMG,7.6,2451227.3
GCT,7.8,2451228.3
MOK,7.7,2451228.3
OJO,7.3,2451228.3
NLB,7.8,2451228.5
PPS,7.8,2451228.5
IBQ,7.2,2451229.5
NUM,7.8,2451229.7
VDL,7.6,2451230.3
VOH,7.5,2451230.3
HRM,7.7,2451230.7
IMM,7.8,2451230.7
IMM,7.9,2451231.7
KYT,7.5,2451231.7
TBS,7.6,2451231.7
BMU,7.6,2451233.3
CMG,7.6,2451233.3
KHG,7.1,2451233.3
VES,7.3,2451233.3
ERD,7.9,2451233.5
NLB,7.5,2451233.5
SAG,7.8,2451233.5
DPA,7.7,2451234.4
MOK,7.4,2451234.4
KAT,7.2,2451234.7
MHH,7.4,2451234.7
NUM,7.8,2451234.7
VED,7.4,2451234.7
RNC,7.6,2451235.4
NLB,7.1,2451235.5
SAG,7.8,2451235.5
PSK,8.0,2451236.5
IMM,7.8,2451236.7
ERD,7.9,2451237.5
KSL,7.4,2451237.5
MZS,7.8,2451237.5
PPS,7.4,2451237.5
SCA,7.5,2451237.5
VDL,7.8,2451237.5
LEN,7.7,2451238.3
VOH,7.4,2451238.3
MHH,7.4,2451238.8
BMU,7.4,2451239.3
KYT,7.8,2451240.7
RNC,7.6,2451241.3
ERD,7.5,2451241.5
IBQ,7.4,2451241.5
VDL,7.5,2451242.3
MZS,7.8,2451242.5
PPS,7.8,2451242.5
MHH,7.5,2451242.8
HRM,7.6,2451243.7
LEN,7.9,2451244.3
GOL,7.5,2451244.4
KHG,7.3,2451244.4
RCR,7.8,2451244.4
VOH,7.4,2451244.4
NUM,7.9,2451244.8
KHG,7.5,2451245.3
VOH,7.6,2451245.3
HDH,7.9,2451245.5
IBQ,7.8,2451245.5
KSL,8.0,2451245.5
GOL,7.5,2451246.3
VOH,7.6,2451246.3
CMG,7.5,2451246.4
ERD,7.5,2451246.5
PPS,7.9,2451246.5
VDL,7.9,2451247.4
VOH,7.7,2451247.4
IBQ,7.8,2451247.5
VNL,8.2,2451248.3
RNC,7.9,2451248.4
VES,7.8,2451248.4
IBQ,7.9,2451248.5
RCR,7.9,2451249.3
KHG,7.8,2451249.4
LEN,8.2,2451249.4
IBQ,7.8,2451249.5
PSK,8.0,2451249.5
THS,7.8,2451249.7
GCT,8.3,2451250.3
GOL,7.7,2451250.3
RCR,7.9,2451250.3
CMG,7.5,2451250.4
CZO,8.4,2451250.5
MZS,8.0,2451250.5
MHH,7.5,2451250.8
VNL,8.3,2451251.3
BOS,8.4,2451251.4
KOT,7.9,2451251.5
KSL,8.0,2451251.5
KHG,7.9,2451252.3
BDI,7.7,2451252.4
JTP,7.7,2451252.4
RCR,7.9,2451252.4
SED,8.0,2451252.5
VDL,8.3,2451253.3
BMU,8.0,2451253.4
DPA,8.2,2451253.4
RNC,8.2,2451253.4
KYT,8.0,2451253.7
MOM,8.3,2451253.7
NUM,8.2,2451253.7
TBS,7.8,2451253.7
THS,8.1,2451253.7
TUT,8.2,2451253.7
VOH,8.2,2451254.4
HRM,8.1,2451254.7
GOL,7.8,2451255.3
KHG,8.1,2451255.3
RCR,8.2,2451255.3
VOH,8.2,2451255.3
BDI,7.7,2451255.4
BRP,8.6,2451255.4
LEN,8.3,2451255.4
PPS,8.0,2451255.5
RCR,8.0,2451256.3
GOL,7.8,2451256.4
VOH,8.2,2451256.4
KHG,8.0,2451257.3
VOH,8.2,2451257.3
MOK,7.9,2451257.4
MHH,8.0,2451259.8
NUM,8.5,2451259.8
RES,8.0,2451260.3
VOH,8.2,2451260.3
MOK,8.1,2451260.4
HRM,8.7,2451260.7
IMM,7.9,2451260.7
MOM,8.6,2451260.7
THS,8.4,2451260.7
GCT,8.3,2451261.3
KHG,8.0,2451261.3
CMG,8.6,2451261.4
RNC,8.5,2451261.4
IBQ,7.8,2451261.5
STM,8.2,2451261.7
PGT,8.2,2451262.3
VDL,8.6,2451262.3
GOL,8.3,2451262.4
JTP,8.1,2451262.4
LEN,8.8,2451262.4
IBQ,8.0,2451262.5
PPS,8.1,2451262.5
SCA,8.4,2451262.5
KHG,8.2,2451262.7
OJO,8.1,2451263.3
LBD,8.2,2451264.4
LBD,8.3,2451264.4
GCT,8.3,2451265.4
MHH,8.2,2451265.7
NUM,8.7,2451265.7
OJO,8.2,2451266.3
RNC,8.7,2451266.4
BDI,8.3,2451267.3
KHG,8.3,2451267.3
OJO,8.2,2451267.3
VDL,8.8,2451267.3
KHG,8.5,2451267.7
GOL,8.4,2451268.3
MHH,8.4,2451268.7
GOL,8.4,2451269.3
CMG,8.6,2451269.4
KHG,8.5,2451270.3
BDI,8.4,2451270.4
LEN,8.8,2451270.4
MOK,8.3,2451270.4
VED,8.4,2451270.4
KHG,8.7,2451270.7
RCR,8.5,2451271.3
BMU,8.8,2451271.4
RES,8.4,2451271.4
KHG,8.7,2451271.7
GCT,8.5,2451272.3
VOL,8.7,2451272.3
HDH,8.5,2451272.5
KSL,9.0,2451272.5
PPS,8.5,2451272.5
SAG,8.7,2451272.5
KYT,8.6,2451272.7
MOM,8.6,2451272.7
NUM,8.8,2451272.7
BRP,9.0,2451273.3
OJO,8.6,2451273.3
RES,8.5,2451273.3
VDL,8.8,2451273.3
LBD,8.7,2451273.4
MOK,8.6,2451273.5
STM,8.3,2451273.7
RES,8.6,2451274.3
VOH,8.7,2451274.3
KOT,9.1,2451275.5
ABT,8.4,2451275.7
STM,8.6,2451276.7
THS,8.4,2451276.7
DPA,8.8,2451277.3
OJO,8.6,2451277.3
RES,8.7,2451277.4
KHG,8.8,2451277.7
SGJ,8.5,2451277.8
RCR,8.6,2451278.3
VES,8.9,2451278.3
VOH,8.9,2451278.3
BDI,8.8,2451278.5
BLI,8.9,2451279.5
BMU,9.0,2451279.6
KHG,8.7,2451279.7
STM,8.8,2451279.7
RES,8.9,2451280.3
VED,8.6,2451280.3
CMG,9.0,2451281.3
VOH,8.9,2451281.4
LEN,8.9,2451281.5
ABT,8.6,2451281.7
NUM,8.9,2451282.7
HRM,9.0,2451282.8
TUT,8.7,2451282.8
OJO,8.7,2451283.3
MOK,8.6,2451283.4
ERD,8.9,2451283.5
KOT,9.0,2451283.5
KSL,9.0,2451283.5
KYT,8.8,2451283.7
MMS,8.7,2451283.7
STM,8.7,2451283.7
WNY,9.1,2451283.7
GCT,8.6,2451284.3
VDL,8.9,2451284.3
CSK,9.1,2451284.5
SCA,9.1,2451284.5
MHH,8.7,2451284.7
CMG,9.0,2451286.3
DPA,8.7,2451286.4
KHG,8.8,2451287.3
LBD,8.7,2451287.3
RES,8.9,2451287.3
BDI,8.7,2451287.4
BMU,9.0,2451287.5
DKE,9.0,2451287.5
VOL,8.8,2451287.6
RNC,8.9,2451288.3
JRJ,8.8,2451288.4
TUT,8.8,2451288.8
OJO,8.6,2451289.3
RCR,8.6,2451289.3
VOH,8.8,2451289.3
LEN,8.9,2451289.4
MOK,8.8,2451289.4
STM,8.8,2451289.7
KHG,8.8,2451290.3
JTP,8.6,2451290.4
CMG,8.9,2451291.4
ERD,8.6,2451291.5
SUX,8.9,2451291.5
KHG,8.8,2451292.3
MOK,9.0,2451292.4
LAR,9.0,2451292.9
VED,8.5,2451293.4
KYT,8.7,2451293.7
VOH,8.8,2451294.3
NUM,8.9,2451294.7
WNY,8.7,2451294.7
BDI,8.7,2451295.4
LEN,8.8,2451295.4
RNC,9.0,2451295.4
PPS,8.3,2451295.5
CMG,8.8,2451296.4
MOK,8.5,2451297.4
MHH,8.6,2451297.7
KHG,8.7,2451298.3
BMU,8.6,2451298.4
ERD,8.5,2451298.5
LEN,8.8,2451298.5
ABT,8.5,2451298.7
JRJ,8.6,2451299.3
MOK,8.5,2451299.4
VOH,8.5,2451299.4
IBQ,8.0,2451299.5
THS,8.4,2451299.7
HDH,8.5,2451300.5
BDI,8.2,2451301.3
GOL,8.4,2451301.3
RES,8.5,2451301.4
KHG,8.3,2451302.3
CMG,8.7,2451302.4
OJO,8.2,2451302.4
VDL,8.8,2451302.4
VOH,8.4,2451302.4
PPS,8.1,2451302.5
MOK,8.1,2451303.4
RES,8.6,2451303.4
SAG,8.6,2451303.5
LBD,8.0,2451304.3
OJO,8.2,2451304.5
ABT,8.2,2451304.7
WNY,8.6,2451304.7
NUM,8.7,2451304.8
RES,8.5,2451305.4
RNC,8.4,2451305.4
VED,8.0,2451305.4
KYT,8.2,2451305.7
MHH,8.2,2451305.7
KHG,8.1,2451306.4
LEN,8.2,2451306.4
VOH,8.3,2451306.4
MOK,7.8,2451306.5
OJO,8.1,2451306.5
PPS,7.9,2451306.5
JTP,8.1,2451307.4
PSK,7.8,2451307.5
KHG,7.9,2451308.3
BDI,7.8,2451308.4
CMG,8.3,2451308.4
GOL,7.8,2451308.4
ERD,8.0,2451308.5
HRM,8.1,2451308.7
BMU,8.0,2451309.4
VOH,8.2,2451309.4
KSL,8.1,2451309.5
NUM,8.6,2451309.8
KHG,7.8,2451310.4
IBQ,7.8,2451310.5
ABT,8.1,2451310.7
RNC,8.0,2451311.4
MMS,7.7,2451311.7
TUT,8.0,2451311.7
DPA,7.8,2451313.4
ISM,7.4,2451313.4
BDI,7.4,2451313.5
IBQ,8.0,2451313.5
CMG,8.1,2451314.4
MOK,7.4,2451314.5
VES,7.7,2451314.5
OJO,7.6,2451315.5
MHH,7.8,2451315.7
SGH,7.9,2451315.7
BMU,7.6,2451316.4
VOH,7.6,2451316.4
OJO,7.7,2451316.5
RNC,7.6,2451317.4
VOH,7.6,2451317.4
IBQ,7.8,2451317.5
LEN,7.7,2451317.5
SCA,7.5,2451317.5
ERD,7.4,2451318.5
IBQ,7.7,2451318.5
KOT,7.7,2451318.5
KSL,7.4,2451318.5
OJO,7.7,2451318.5
PPS,7.6,2451318.5
KYT,7.4,2451318.7
NUM,7.5,2451318.7
KHG,7.1,2451319.4
VOH,7.6,2451320.4
LBD,7.3,2451321.3
LBD,7.4,2451321.3
CMG,7.5,2451321.4
DPA,7.4,2451321.4
VDL,7.7,2451321.4
HHU,7.2,2451321.5
RCR,7.2,2451322.4
VOH,7.5,2451322.4
RCR,7.2,2451322.5
VED,7.2,2451323.4
KSL,7.1,2451323.5
PPS,7.2,2451323.5
HRM,7.2,2451323.7
ISM,7.0,2451324.4
RNC,7.5,2451324.4
BMU,7.4,2451325.4
JRJ,7.0,2451325.4
JTP,6.8,2451325.4
KHG,6.9,2451325.4
VDL,7.4,2451325.4
ERD,6.9,2451325.5
LEN,6.8,2451325.5
OJO,6.8,2451326.4
VOH,7.2,2451326.4
CMG,7.3,2451326.5
DPA,6.9,2451327.4
SCA,7.2,2451327.5
THS,6.9,2451327.7
ERD,7.0,2451328.5
IBQ,7.2,2451328.5
NUM,7.1,2451329.7
KHG,6.8,2451330.4
VOH,6.9,2451330.4
OJO,6.8,2451330.5
KYT,7.0,2451330.7
RES,7.4,2451331.4
KVI,7.0,2451331.5
RNC,6.9,2451332.4
VED,6.8,2451332.4
VOH,6.9,2451333.4
HDH,6.8,2451333.5
PPS,6.8,2451333.5
NUM,7.1,2451333.7
MMS,7.0,2451334.7
THS,6.9,2451334.7
BMU,7.1,2451336.5
DKE,6.8,2451336.5
KSL,7.0,2451336.5
SED,6.9,2451336.5
CMG,7.3,2451336.6
DPA,7.3,2451337.4
VOH,6.9,2451337.4
SGH,6.7,2451337.7
JTP,7.0,2451338.4
KHG,6.7,2451338.4
NUM,6.9,2451338.7
ISM,7.0,2451339.4
RNC,7.4,2451339.4
VOH,6.9,2451339.4
ERD,7.0,2451339.5
OJO,6.8,2451339.5
RES,7.3,2451340.4
KYT,6.9,2451340.7
VED,7.0,2451341.4
BMU,7.2,2451342.4
KHG,6.9,2451342.4
VOH,6.9,2451342.4
VDL,7.0,2451342.5
CMG,7.5,2451343.4
SGJ,7.3,2451343.7
KHG,6.9,2451344.4
JRJ,7.6,2451345.4
JTP,6.8,2451345.4
OJO,6.9,2451345.4
KHG,6.9,2451346.4
OJO,6.9,2451346.4
RNC,7.5,2451346.4
CMG,7.7,2451348.4
OJO,6.9,2451348.4
VDL,7.6,2451348.4
BMU,7.6,2451348.5
HRM,7.4,2451348.8
ISM,7.2,2451349.4
KHG,7.1,2451349.4
OJO,6.9,2451349.4
BDI,7.0,2451349.5
SCW,7.6,2451349.6
SGJ,7.8,2451349.7
KSL,7.4,2451350.5
NUM,7.4,2451350.7
SGH,7.4,2451350.7
VED,7.2,2451351.4
SED,7.0,2451351.5
KAT,7.2,2451351.7
DPA,7.8,2451352.4
KHG,7.3,2451352.4
PDC,7.6,2451352.4
BDI,7.0,2451352.5
CMG,7.7,2451352.5
VOH,7.8,2451352.5
SCW,7.4,2451352.6
BDI,7.3,2451353.4
RNC,7.7,2451353.4
CMG,7.7,2451354.4
PDC,7.6,2451354.4
VDL,7.8,2451354.4
WIT,7.4,2451355.4
ERD,7.6,2451355.5
JRJ,7.8,2451355.5
KSL,7.7,2451355.5
SCA,7.6,2451355.5
GOL,7.5,2451356.4
KHG,7.3,2451356.4
TKR,7.8,2451356.5
HHU,7.8,2451357.4
VOH,7.7,2451357.4
PDC,7.7,2451358.4
VED,7.7,2451360.4
KYT,7.5,2451360.7
WNY,7.6,2451360.7
DPA,7.9,2451361.4
RNC,7.4,2451361.4
HDH,8.1,2451361.5
CMG,7.8,2451362.4
GOL,7.7,2451362.4
KHG,7.5,2451362.4
RES,7.8,2451362.4
VDL,8.1,2451362.4
CMG,7.8,2451362.5
KSL,7.6,2451362.5
BDI,7.7,2451363.4
JTP,7.9,2451363.4
PDC,7.9,2451363.4
SAG,8.0,2451363.5
TKR,7.8,2451363.5
SCA,8.0,2451364.5
KAT,7.7,2451364.7
GOL,7.7,2451365.4
KOT,8.2,2451365.5
HRM,7.9,2451365.7
PDC,7.9,2451366.4
NUM,8.0,2451366.7
THS,7.9,2451366.7
OJO,7.7,2451367.5
SGJ,8.1,2451367.7
JTP,8.1,2451368.3
CMG,7.8,2451368.4
KHG,7.9,2451368.4
RNC,8.0,2451368.4
VDL,8.3,2451368.4
BMU,7.8,2451368.5
KAT,7.8,2451368.7
SGJ,8.1,2451368.7
BDI,8.2,2451369.4
KHG,7.9,2451369.4
RES,8.1,2451369.4
VED,7.8,2451369.4
ISM,8.0,2451369.5
OJO,7.7,2451369.5
WIT,7.8,2451369.5
JRJ,8.1,2451370.4
OJO,7.7,2451370.4
WIT,7.8,2451370.4
HHU,8.1,2451370.5
RCR,8.5,2451371.3
DPA,8.2,2451371.4
OJO,7.8,2451371.4
BDI,8.1,2451371.5
FID,8.1,2451371.5
KOT,8.1,2451371.5
KSL,8.0,2451371.5
SKY,8.0,2451371.5
PDC,7.9,2451372.4
RIC,8.2,2451373.5
SCA,8.1,2451373.5
NUM,8.2,2451373.7
SKY,7.9,2451374.5
KHG,8.0,2451375.4
KSL,8.5,2451375.5
SAG,8.0,2451375.5
BDI,7.7,2451376.4
CMG,7.8,2451376.4
JTP,8.1,2451376.4
KHG,8.0,2451376.4
VDL,8.5,2451376.4
GOL,7.7,2451377.4
RCR,8.4,2451377.4
BDI,7.7,2451377.5
HHU,8.1,2451377.5
KOT,8.0,2451377.5
BDI,7.7,2451378.3
GOL,7.7,2451378.4
KHG,8.0,2451378.4
PDC,7.9,2451378.4
BLI,8.2,2451378.5
HAG,7.8,2451378.5
RES,7.9,2451378.5
RIC,8.0,2451378.5
GOL,7.7,2451379.4
VED,8.0,2451379.4
VOH,7.8,2451379.5
WIT,7.9,2451379.5
DPA,8.1,2451380.4
RNC,7.8,2451380.4
KSL,8.0,2451380.5
RLZ,7.8,2451380.5
SCA,8.1,2451380.5
THS,7.9,2451380.7
KYT,7.8,2451382.7
VDL,8.4,2451383.4
RES,7.9,2451383.5
BDI,7.7,2451384.3
CMG,7.9,2451384.4
GOL,7.7,2451385.4
KHG,7.9,2451385.4
VOH,7.6,2451385.5
KHG,7.9,2451386.4
OJO,7.7,2451386.4
KHG,7.8,2451387.3
HHU,8.0,2451387.4
JRJ,7.9,2451387.4
RNC,7.7,2451387.4
WIT,7.8,2451387.4
BMU,7.8,2451387.5
VOH,7.6,2451387.5
GOL,7.6,2451388.4
KHG,7.8,2451388.4
OJO,7.7,2451388.4
VDL,8.2,2451388.4
VOH,7.6,2451388.4
BDI,7.5,2451389.3
GOL,7.6,2451389.4
KHG,7.8,2451389.4
OJO,7.7,2451389.4
VOH,7.7,2451389.4
WIT,7.8,2451389.4
SAG,7.7,2451389.5
ABT,8.2,2451389.7
THS,8.1,2451389.7
OJO,7.7,2451390.4
VED,7.6,2451390.4
VOH,7.8,2451390.4
MSZ,7.6,2451390.5
ORT,7.5,2451390.7
OJO,7.7,2451391.4
RCR,7.4,2451391.4
VOH,7.7,2451391.4
WIT,7.6,2451391.4
KSL,8.0,2451391.5
MOK,7.4,2451391.5
SCA,7.8,2451391.5
DPA,7.7,2451392.4
JTP,7.7,2451392.4
KHG,7.8,2451392.4
OJO,7.7,2451392.4
RES,8.0,2451392.4
WIT,7.7,2451392.4
VOH,7.7,2451392.5
KYT,7.5,2451392.7
BDI,7.4,2451393.3
BMU,7.9,2451393.4
KHG,7.8,2451393.4
OJO,7.7,2451393.4
VOH,7.7,2451393.4
MOK,7.5,2451393.5
ORT,7.9,2451393.7
SGJ,7.9,2451393.7
KHG,7.7,2451394.4
OJO,7.7,2451394.4
RNC,7.7,2451394.5
SAG,7.6,2451394.5
SCA,7.8,2451394.5
ERD,7.8,2451395.5
MSZ,7.6,2451395.5
DKE,7.4,2451396.4
KHG,7.7,2451396.4
VDL,7.8,2451396.4
JRJ,7.8,2451397.4
KHG,7.6,2451397.4
SGJ,7.9,2451397.7
KAT,7.5,2451398.7
NUM,7.9,2451398.7
CMG,7.6,2451399.4
KHG,7.6,2451399.4
VOH,7.7,2451399.4
SAG,7.4,2451399.5
OJO,7.7,2451400.4
BLI,7.4,2451400.5
RES,7.7,2451400.5
SKY,7.8,2451400.5
SGJ,7.8,2451400.7
JTP,7.6,2451401.4
MSZ,7.6,2451401.5
KYT,7.0,2451401.7
VDL,7.8,2451403.4
KHG,7.1,2451404.3
GOL,6.9,2451404.4
VED,7.4,2451405.4
KSL,7.4,2451405.5
MSZ,7.5,2451405.5
SGJ,7.3,2451405.7
KHG,7.1,2451406.4
KOT,7.6,2451406.5
SCA,7.4,2451406.5
BDI,6.9,2451408.4
BMU,7.4,2451408.4
ABT,6.6,2451408.7
CKM,6.9,2451409.4
KHG,7.0,2451409.4
MOK,7.0,2451409.4
ERD,7.4,2451409.5
KHG,6.9,2451410.3
GOL,6.9,2451410.4
RES,7.4,2451410.4
VOH,7.6,2451410.4
FKJ,7.0,2451410.5
GCT,7.3,2451412.3
BDI,6.9,2451412.4
RIC,7.0,2451412.5
SKY,7.0,2451412.5
MOK,7.0,2451413.4
VED,7.0,2451413.4
WIT,6.9,2451413.4
KSL,7.4,2451413.5
MSZ,7.5,2451413.5
VOH,7.6,2451413.5
CMG,7.5,2451414.3
KHG,6.8,2451414.3
GOL,6.8,2451414.4
ISM,7.0,2451414.4
JRJ,7.0,2451414.4
RCR,7.2,2451414.4
VOH,7.6,2451414.5
OJO,6.9,2451415.3
WIT,6.9,2451415.4
VOH,7.6,2451415.6
KHG,6.9,2451416.3
RNC,7.5,2451417.3
VDL,7.4,2451418.4
BDI,6.8,2451419.4
BMU,7.3,2451419.4
KHG,7.0,2451419.4
MOK,7.0,2451419.4
WIT,7.0,2451419.4
RES,7.5,2451419.5
KAT,7.2,2451419.7
KHG,6.9,2451420.3
BDI,6.8,2451420.4
GOL,6.8,2451420.4
OJO,6.9,2451420.4
KAT,7.2,2451421.7
KYT,7.0,2451421.7
THS,7.4,2451421.7
CMG,7.6,2451422.3
JTP,7.6,2451422.4
